,DrugBank ID,Drug Name,Drug Type,UniProt ID,Protein Names,Gene Symbol,Length
12587,DB05507,VX-765,SmallMoleculeDrug,P29466,Caspase-1,CASP1,404.0
12588,DB05507,VX-765,SmallMoleculeDrug,P01584,Interleukin-1 beta,IL1B,269.0
12589,DB05508,PTI-901,SmallMoleculeDrug,Q5T1J1,"HCG20471, isoform CRA_c",SIGMAR1,134.0
12590,DB05509,LI-301,SmallMoleculeDrug,P35372,Mu-type opioid receptor,OPRM1,400.0
12591,DB05509,LI-301,SmallMoleculeDrug,P08908,5-hydroxytryptamine receptor 1A,HTR1A,422.0
12592,DB05510,Huperzine-A,SmallMoleculeDrug,P22303,Acetylcholinesterase,ACHE,614.0
12593,DB05511,CF-101,SmallMoleculeDrug,P0DMS8,Adenosine receptor A3,ADORA3,318.0
12595,DB05578,Ramucirumab,BiotechDrug,P35968,Vascular endothelial growth factor receptor 2,KDR,1356.0
12596,DB05595,Farletuzumab,BiotechDrug,P15328,Folate receptor alpha,FOLR1,257.0
12597,DB05630,Sodium stibogluconate,SmallMoleculeDrug,P11387,DNA topoisomerase 1,TOP1,765.0
12598,DB05651,MGCD-0103,SmallMoleculeDrug,Q13547,Histone deacetylase 1,HDAC1,482.0
12599,DB05651,MGCD-0103,SmallMoleculeDrug,O15379,Histone deacetylase 3,HDAC3,428.0
12600,DB05651,MGCD-0103,SmallMoleculeDrug,Q92769,Histone deacetylase 2,HDAC2,488.0
12601,DB05655,TD-5108,SmallMoleculeDrug,Q13639,5-hydroxytryptamine receptor 4,HTR4,388.0
12602,DB05657,TZP-101,SmallMoleculeDrug,Q92847,Growth hormone secretagogue receptor type 1,GHSR,366.0
12607,DB05662,NP-50301,SmallMoleculeDrug,P03372,Estrogen receptor,ESR1,595.0
12608,DB05675,EP-2104R,BiotechDrug,P02671,Fibrinogen alpha chain,FGA,866.0
12609,DB05676,Apremilast,SmallMoleculeDrug,Q08499,"cAMP-specific 3',5'-cyclic phosphodiesterase 4D",PDE4D,809.0
12610,DB05676,Apremilast,SmallMoleculeDrug,P27815,"cAMP-specific 3',5'-cyclic phosphodiesterase 4A",PDE4A,886.0
12611,DB05676,Apremilast,SmallMoleculeDrug,Q07343,"cAMP-specific 3',5'-cyclic phosphodiesterase 4B",PDE4B,736.0
12612,DB05676,Apremilast,SmallMoleculeDrug,P01375,Tumor necrosis factor,TNF,233.0
12613,DB05676,Apremilast,SmallMoleculeDrug,P60568,Interleukin-2,IL2,153.0
12614,DB05676,Apremilast,SmallMoleculeDrug,P01579,Interferon gamma,IFNG,166.0
12615,DB05676,Apremilast,SmallMoleculeDrug,P29474,"Nitric oxide synthase, endothelial",NOS3,1203.0
12616,DB05679,Ustekinumab,BiotechDrug,P29460,Interleukin-12 subunit beta,IL12B,328.0
12617,DB05679,Ustekinumab,BiotechDrug,P29460,Interleukin-12 subunit beta,IL12B,328.0
12618,DB05679,Ustekinumab,BiotechDrug,Q9NPF7,Interleukin-23 subunit alpha,IL23A,189.0
12619,DB05685,FX06,BiotechDrug,P33151,Cadherin-5,CDH5,784.0
12620,DB05687,BL-1020,SmallMoleculeDrug,P14416,D(2) dopamine receptor,DRD2,443.0
12621,DB05687,BL-1020,SmallMoleculeDrug,P28223,5-hydroxytryptamine receptor 2A,HTR2A,471.0
12622,DB05688,CRx-119,SmallMoleculeDrug,P31645,Sodium-dependent serotonin transporter,SLC6A4,630.0
12623,DB05688,CRx-119,SmallMoleculeDrug,P23975,Sodium-dependent noradrenaline transporter,SLC6A2,617.0
12624,DB05692,SCH-530348,SmallMoleculeDrug,P25116,Proteinase-activated receptor 1,F2R,425.0
12625,DB05694,NBI-56418,SmallMoleculeDrug,P30968,Gonadotropin-releasing hormone receptor,GNRHR,328.0
12626,DB05708,GTS-21,SmallMoleculeDrug,P36544,Neuronal acetylcholine receptor subunit alpha-7,CHRNA7,502.0
12627,DB05712,AZD-9684,SmallMoleculeDrug,Q96IY4,Carboxypeptidase B2,CPB2,423.0
12628,DB05713,LY-517717,SmallMoleculeDrug,P00742,Coagulation factor X,F10,488.0
12629,DB05715,Genz-112638,SmallMoleculeDrug,Q16739,Ceramide glucosyltransferase,UGCG,394.0
12630,DB05736,MIV-701,SmallMoleculeDrug,P43235,Cathepsin K,CTSK,329.0
12631,DB05739,CYT006-AngQb,BiotechDrug,P30556,Type-1 angiotensin II receptor,AGTR1,359.0
12632,DB05739,CYT006-AngQb,BiotechDrug,P50052,Type-2 angiotensin II receptor,AGTR2,363.0
12633,DB05740,RPI-78M,SmallMoleculeDrug,Q15822,Neuronal acetylcholine receptor subunit alpha-2,CHRNA2,529.0
12634,DB05740,RPI-78M,SmallMoleculeDrug,P17787,Neuronal acetylcholine receptor subunit beta-2,CHRNB2,502.0
12635,DB05740,RPI-78M,SmallMoleculeDrug,P36544,Neuronal acetylcholine receptor subunit alpha-7,CHRNA7,502.0
12636,DB05740,RPI-78M,SmallMoleculeDrug,P43681,Neuronal acetylcholine receptor subunit alpha-4,CHRNA4,627.0
12637,DB05740,RPI-78M,SmallMoleculeDrug,Q9GZZ6,Neuronal acetylcholine receptor subunit alpha-10,CHRNA10,450.0
12638,DB05740,RPI-78M,SmallMoleculeDrug,Q9UGM1,Neuronal acetylcholine receptor subunit alpha-9,CHRNA9,479.0
12639,DB05743,MAP-0004,SmallMoleculeDrug,P28222,5-hydroxytryptamine receptor 1B,HTR1B,390.0
12640,DB05743,MAP-0004,SmallMoleculeDrug,P28221,5-hydroxytryptamine receptor 1D,HTR1D,377.0
12641,DB05743,MAP-0004,SmallMoleculeDrug,P28223,5-hydroxytryptamine receptor 2A,HTR2A,471.0
12642,DB05744,CRx-139,SmallMoleculeDrug,P01375,Tumor necrosis factor,TNF,233.0
12643,DB05744,CRx-139,SmallMoleculeDrug,P05231,Interleukin-6,IL6,212.0
12644,DB05744,CRx-139,SmallMoleculeDrug,P02741,C-reactive protein,CRP,224.0
12645,DB05744,CRx-139,SmallMoleculeDrug,P22301,Interleukin-10,IL10,178.0
12646,DB05745,CHR-2797,SmallMoleculeDrug,P55786,Puromycin-sensitive aminopeptidase,NPEPPS,919.0
12647,DB05745,CHR-2797,SmallMoleculeDrug,P09960,Leukotriene A-4 hydrolase,LTA4H,611.0
12648,DB05749,MPI-674,SmallMoleculeDrug,P11511,Aromatase,CYP19A1,503.0
12649,DB05750,AVE-1625,SmallMoleculeDrug,P21554,Cannabinoid receptor 1,CNR1,472.0
12650,DB05752,ALKS 27,SmallMoleculeDrug,P11229,Muscarinic acetylcholine receptor M1,CHRM1,460.0
12651,DB05752,ALKS 27,SmallMoleculeDrug,P08172,Muscarinic acetylcholine receptor M2,CHRM2,466.0
12652,DB05752,ALKS 27,SmallMoleculeDrug,P20309,Muscarinic acetylcholine receptor M3,CHRM3,590.0
12653,DB05752,ALKS 27,SmallMoleculeDrug,P08173,Muscarinic acetylcholine receptor M4,CHRM4,479.0
12654,DB05752,ALKS 27,SmallMoleculeDrug,P08912,Muscarinic acetylcholine receptor M5,CHRM5,532.0
12655,DB05758,CYT007-TNFQb,BiotechDrug,P01375,Tumor necrosis factor,TNF,233.0
12656,DB05759,IMC-A12,BiotechDrug,P08069,Insulin-like growth factor 1 receptor,IGF1R,1367.0
12657,DB05760,MK-0974,SmallMoleculeDrug,P06881,Calcitonin gene-related peptide 1,CALCA,128.0
12658,DB05760,MK-0974,SmallMoleculeDrug,P10092,Calcitonin gene-related peptide 2,CALCB,127.0
12659,DB05764,ABT-263,SmallMoleculeDrug,P10415,Apoptosis regulator Bcl-2,BCL2,239.0
12660,DB05764,ABT-263,SmallMoleculeDrug,Q92843,Bcl-2-like protein 2,BCL2L2,193.0
12661,DB05764,ABT-263,SmallMoleculeDrug,Q92934,Bcl2-associated agonist of cell death,BAD,168.0
12662,DB05766,ACP-104,SmallMoleculeDrug,P11229,Muscarinic acetylcholine receptor M1,CHRM1,460.0
12663,DB05766,ACP-104,SmallMoleculeDrug,P14416,D(2) dopamine receptor,DRD2,443.0
12664,DB05766,ACP-104,SmallMoleculeDrug,P35462,D(3) dopamine receptor,DRD3,400.0
12665,DB05767,HMPL-004,SmallMoleculeDrug,P01375,Tumor necrosis factor,TNF,233.0
12666,DB05767,HMPL-004,SmallMoleculeDrug,P01584,Interleukin-1 beta,IL1B,269.0
12667,DB05767,HMPL-004,SmallMoleculeDrug,P05231,Interleukin-6,IL6,212.0
12668,DB05767,HMPL-004,SmallMoleculeDrug,Q00653,Nuclear factor NF-kappa-B p100 subunit,NFKB2,900.0
12669,DB05767,HMPL-004,SmallMoleculeDrug,P19838,Nuclear factor NF-kappa-B p105 subunit,NFKB1,968.0
12670,DB05771,LLL-3348,SmallMoleculeDrug,P22301,Interleukin-10,IL10,178.0
12671,DB05773,Trastuzumab emtansine,BiotechDrug,P04626,Receptor tyrosine-protein kinase erbB-2,ERBB2,1255.0
12672,DB05774,IMC-11F8,SmallMoleculeDrug,P00533,Epidermal growth factor receptor,EGFR,1210.0
12673,DB05777,Thrombomodulin Alfa,BiotechDrug,P00734,Prothrombin,F2,622.0
12674,DB05777,Thrombomodulin Alfa,BiotechDrug,P12259,Coagulation factor V,F5,2224.0
12675,DB05785,LGD-1550,SmallMoleculeDrug,P10276,Retinoic acid receptor alpha,RARA,462.0
12676,DB05785,LGD-1550,SmallMoleculeDrug,P10826,Retinoic acid receptor beta,RARB,455.0
12677,DB05785,LGD-1550,SmallMoleculeDrug,P13631,Retinoic acid receptor gamma,RARG,454.0
12678,DB05785,LGD-1550,SmallMoleculeDrug,P05412,Transcription factor AP-1,JUN,331.0
12679,DB05786,MGI-114,SmallMoleculeDrug,Q96AE4,Far upstream element-binding protein 1,FUBP1,644.0
12680,DB05787,LM-609,BiotechDrug,P05106,Integrin beta-3,ITGB3,788.0
12681,DB05790,SR 140333,SmallMoleculeDrug,P25103,Substance-P receptor,TACR1,407.0
12682,DB05792,SR 31747,SmallMoleculeDrug,Q5T1J1,"HCG20471, isoform CRA_c",SIGMAR1,134.0
12683,DB05793,PRO-542,BiotechDrug,Q5NUL3,Free fatty acid receptor 4,FFAR4,377.0
12684,DB05796,SLV 306,SmallMoleculeDrug,P08473,Neprilysin,MME,750.0
12685,DB05797,TNX-901,SmallMoleculeDrug,P12319,High affinity immunoglobulin epsilon receptor subunit alpha,FCER1A,257.0
12686,DB05798,GEM-231,SmallMoleculeDrug,P13861,cAMP-dependent protein kinase type II-alpha regulatory subunit,PRKAR2A,404.0
12687,DB05798,GEM-231,SmallMoleculeDrug,P10644,cAMP-dependent protein kinase type I-alpha regulatory subunit,PRKAR1A,381.0
12688,DB05801,GTI 2040,SmallMoleculeDrug,P31350,Ribonucleoside-diphosphate reductase subunit M2,RRM2,389.0
12689,DB05802,MLN-02,SmallMoleculeDrug,P26010,Integrin beta-7,ITGB7,798.0
12690,DB05802,MLN-02,SmallMoleculeDrug,P13612,Integrin alpha-4,ITGA4,1032.0
12691,DB05806,BNP 1350,SmallMoleculeDrug,P11387,DNA topoisomerase 1,TOP1,765.0
12692,DB05812,Abiraterone,SmallMoleculeDrug,P05093,"Steroid 17-alpha-hydroxylase/17,20 lyase",CYP17A1,508.0
12693,DB05814,GPI-1485,SmallMoleculeDrug,P62942,Peptidyl-prolyl cis-trans isomerase FKBP1A,FKBP1A,108.0
12694,DB05816,intranasal apomorphine,SmallMoleculeDrug,P14416,D(2) dopamine receptor,DRD2,443.0
12695,DB05816,intranasal apomorphine,SmallMoleculeDrug,P21728,D(1A) dopamine receptor,DRD1,446.0
12696,DB05822,NCX 4016,SmallMoleculeDrug,P23219,Prostaglandin G/H synthase 1,PTGS1,599.0
12697,DB05824,CNS-5161,SmallMoleculeDrug,Q05586,"Glutamate receptor ionotropic, NMDA 1",GRIN1,938.0
12698,DB05829,Parathyroid hormone,BiotechDrug,Q03431,Parathyroid hormone/parathyroid hormone-related peptide receptor,PTH1R,593.0
12699,DB05829,Parathyroid hormone,BiotechDrug,P49190,Parathyroid hormone 2 receptor,PTH2R,550.0
12700,DB05831,ING-1,SmallMoleculeDrug,P16422,Epithelial cell adhesion molecule,EPCAM,314.0
12701,DB05838,OPC-51803,SmallMoleculeDrug,P30518,Vasopressin V2 receptor,AVPR2,371.0
12702,DB05846,Mito-4509,SmallMoleculeDrug,P05067,Amyloid beta A4 protein,APP,770.0
12703,DB05848,humanized SMART Anti-IL-12 Antibody,BiotechDrug,P29460,Interleukin-12 subunit beta,IL12B,328.0
12704,DB05849,NCX 950,SmallMoleculeDrug,P07550,Beta-2 adrenergic receptor,ADRB2,413.0
12705,DB05854,CLX-0921,SmallMoleculeDrug,P37231,Peroxisome proliferator-activated receptor gamma,PPARG,505.0
12706,DB05855,Rivanicline,SmallMoleculeDrug,P17787,Neuronal acetylcholine receptor subunit beta-2,CHRNB2,502.0
12707,DB05855,Rivanicline,SmallMoleculeDrug,P10145,Interleukin-8,CXCL8,99.0
12708,DB05864,PPI-2458,SmallMoleculeDrug,P50579,Methionine aminopeptidase 2,METAP2,478.0
12709,DB05867,99mTc-14 F7 Mab,BiotechDrug,Q9UNP4,"Lactosylceramide alpha-2,3-sialyltransferase",ST3GAL5,418.0
12711,DB05869,CTI-01,SmallMoleculeDrug,P01375,Tumor necrosis factor,TNF,233.0
12712,DB05869,CTI-01,SmallMoleculeDrug,P09429,High mobility group protein B1,HMGB1,215.0
12714,DB05876,PDE4,SmallMoleculeDrug,P27815,"cAMP-specific 3',5'-cyclic phosphodiesterase 4A",PDE4A,886.0
12715,DB05879,AME-527,BiotechDrug,P01375,Tumor necrosis factor,TNF,233.0
12716,DB05882,CHF 4227,SmallMoleculeDrug,P03372,Estrogen receptor,ESR1,595.0
12717,DB05882,CHF 4227,SmallMoleculeDrug,Q92731,Estrogen receptor beta,ESR2,530.0
12718,DB05883,ABX-PTH,BiotechDrug,P01270,Parathyroid hormone,PTH,115.0
12720,DB05890,VEGF-AS,SmallMoleculeDrug,P15692,Vascular endothelial growth factor A,VEGFA,232.0
12721,DB05892,RI 624,BiotechDrug,P01138,Beta-nerve growth factor,NGF,241.0
12722,DB05895,HGS-TR2J,BiotechDrug,O14763,Tumor necrosis factor receptor superfamily member 10B,TNFRSF10B,440.0
12723,DB05897,rhIGFBP-3,SmallMoleculeDrug,P08069,Insulin-like growth factor 1 receptor,IGF1R,1367.0
12724,DB05900,INSM-18,SmallMoleculeDrug,P08069,Insulin-like growth factor 1 receptor,IGF1R,1367.0
12725,DB05900,INSM-18,SmallMoleculeDrug,P00533,Epidermal growth factor receptor,EGFR,1210.0
12726,DB05905,TD-2749,SmallMoleculeDrug,Q13639,5-hydroxytryptamine receptor 4,HTR4,388.0
12727,DB05913,OSI-930,SmallMoleculeDrug,P10721,Mast/stem cell growth factor receptor Kit,KIT,976.0
12728,DB05913,OSI-930,SmallMoleculeDrug,P17948,Vascular endothelial growth factor receptor 1,FLT1,1338.0
12729,DB05915,MYO-029,BiotechDrug,O14793,Growth/differentiation factor 8,MSTN,375.0
12730,DB05916,CT-011,BiotechDrug,Q15116,Programmed cell death protein 1,PDCD1,288.0
12731,DB05920,RTA 744,SmallMoleculeDrug,P11388,DNA topoisomerase 2-alpha,TOP2A,1531.0
12732,DB05921,CRA-024781,SmallMoleculeDrug,Q13547,Histone deacetylase 1,HDAC1,482.0
12733,DB05930,SB-559448,SmallMoleculeDrug,P40238,Thrombopoietin receptor,MPL,635.0
12734,DB05990,Obeticholic acid,SmallMoleculeDrug,Q96RI1,Bile acid receptor,NR1H4,486.0
12735,DB06016,Cariprazine,SmallMoleculeDrug,P35462,D(3) dopamine receptor,DRD3,400.0
12736,DB06016,Cariprazine,SmallMoleculeDrug,P14416,D(2) dopamine receptor,DRD2,443.0
12737,DB06016,Cariprazine,SmallMoleculeDrug,P08908,5-hydroxytryptamine receptor 1A,HTR1A,422.0
12738,DB06016,Cariprazine,SmallMoleculeDrug,P41595,5-hydroxytryptamine receptor 2B,HTR2B,481.0
12739,DB06016,Cariprazine,SmallMoleculeDrug,P28223,5-hydroxytryptamine receptor 2A,HTR2A,471.0
12740,DB06016,Cariprazine,SmallMoleculeDrug,P35367,Histamine H1 receptor,HRH1,487.0
12743,DB06042,ZEN-012,SmallMoleculeDrug,P07437,Tubulin beta chain,TUBB,444.0
12744,DB06042,ZEN-012,SmallMoleculeDrug,Q9H4B7,Tubulin beta-1 chain,TUBB1,451.0
12745,DB06042,ZEN-012,SmallMoleculeDrug,Q13509,Tubulin beta-3 chain,TUBB3,450.0
12746,DB06042,ZEN-012,SmallMoleculeDrug,P04350,Tubulin beta-4A chain,TUBB4A,444.0
12747,DB06042,ZEN-012,SmallMoleculeDrug,P11388,DNA topoisomerase 2-alpha,TOP2A,1531.0
12748,DB06042,ZEN-012,SmallMoleculeDrug,Q02880,DNA topoisomerase 2-beta,TOP2B,1626.0
12749,DB06043,Olaratumab,BiotechDrug,P16234,Platelet-derived growth factor receptor alpha,PDGFRA,1089.0
12751,DB06060,ADX-48621,SmallMoleculeDrug,P41594,Metabotropic glutamate receptor 5,GRM5,1212.0
12752,DB06061,AZD-8330,SmallMoleculeDrug,Q13233,Mitogen-activated protein kinase kinase kinase 1,MAP3K1,1512.0
12753,DB06062,XOMA 052,BiotechDrug,P01584,Interleukin-1 beta,IL1B,269.0
12754,DB06064,KAI-1455,SmallMoleculeDrug,Q02156,Protein kinase C epsilon type,PRKCE,737.0
12755,DB06069,XMT-1001,SmallMoleculeDrug,P11387,DNA topoisomerase 1,TOP1,765.0
12756,DB06070,SNX-5422,SmallMoleculeDrug,P07900,Heat shock protein HSP 90-alpha,HSP90AA1,732.0
12757,DB06070,SNX-5422,SmallMoleculeDrug,P08238,Heat shock protein HSP 90-beta,HSP90AB1,724.0
12758,DB06073,CTS-21166,SmallMoleculeDrug,P56817,Beta-secretase 1,BACE1,501.0
12759,DB06077,Lumateperone,SmallMoleculeDrug,P28223,5-hydroxytryptamine receptor 2A,HTR2A,471.0
12760,DB06077,Lumateperone,SmallMoleculeDrug,P14416,D(2) dopamine receptor,DRD2,443.0
12761,DB06080,ABT-869,SmallMoleculeDrug,P36888,Receptor-type tyrosine-protein kinase FLT3,FLT3,993.0
12762,DB06080,ABT-869,SmallMoleculeDrug,P17948,Vascular endothelial growth factor receptor 1,FLT1,1338.0
12763,DB06080,ABT-869,SmallMoleculeDrug,P35968,Vascular endothelial growth factor receptor 2,KDR,1356.0
12764,DB06080,ABT-869,SmallMoleculeDrug,P35916,Vascular endothelial growth factor receptor 3,FLT4,1363.0
12765,DB06080,ABT-869,SmallMoleculeDrug,P10721,Mast/stem cell growth factor receptor Kit,KIT,976.0
12766,DB06080,ABT-869,SmallMoleculeDrug,P07333,Macrophage colony-stimulating factor 1 receptor,CSF1R,972.0
12767,DB06089,ICA-105665,SmallMoleculeDrug,P51787,Potassium voltage-gated channel subfamily KQT member 1,KCNQ1,676.0
12768,DB06089,ICA-105665,SmallMoleculeDrug,O43525,Potassium voltage-gated channel subfamily KQT member 3,KCNQ3,872.0
12769,DB06089,ICA-105665,SmallMoleculeDrug,P56696,Potassium voltage-gated channel subfamily KQT member 4,KCNQ4,695.0
12770,DB06089,ICA-105665,SmallMoleculeDrug,Q9NR82,Potassium voltage-gated channel subfamily KQT member 5,KCNQ5,932.0
12771,DB06089,ICA-105665,SmallMoleculeDrug,O43526,Potassium voltage-gated channel subfamily KQT member 2,KCNQ2,872.0
12772,DB06090,Bradanicline,SmallMoleculeDrug,Q693P7,Alpha-7 nicotinic cholinergic receptor subunit,CHRNA7,28.0
12773,DB06094,OGX-427,SmallMoleculeDrug,P04792,Heat shock protein beta-1,HSPB1,205.0
12774,DB06096,NXN-188,SmallMoleculeDrug,P29475,"Nitric oxide synthase, brain",NOS1,1434.0
12775,DB06096,NXN-188,SmallMoleculeDrug,P28222,5-hydroxytryptamine receptor 1B,HTR1B,390.0
12776,DB06096,NXN-188,SmallMoleculeDrug,P28221,5-hydroxytryptamine receptor 1D,HTR1D,377.0
12777,DB06097,GSK-923295,SmallMoleculeDrug,Q02224,Centromere-associated protein E,CENPE,2701.0
12778,DB06098,PRLX 93936,SmallMoleculeDrug,P45880,Voltage-dependent anion-selective channel protein 2,VDAC2,294.0
12779,DB06098,PRLX 93936,SmallMoleculeDrug,Q9Y277,Voltage-dependent anion-selective channel protein 3,VDAC3,283.0
12780,DB06101,IMC-1C11,BiotechDrug,P17948,Vascular endothelial growth factor receptor 1,FLT1,1338.0
12781,DB06101,IMC-1C11,BiotechDrug,P35968,Vascular endothelial growth factor receptor 2,KDR,1356.0
12782,DB06101,IMC-1C11,BiotechDrug,P35916,Vascular endothelial growth factor receptor 3,FLT4,1363.0
12783,DB06103,VX-148,SmallMoleculeDrug,P20839,Inosine-5'-monophosphate dehydrogenase 1,IMPDH1,514.0
12784,DB06103,VX-148,SmallMoleculeDrug,P12268,Inosine-5'-monophosphate dehydrogenase 2,IMPDH2,514.0
12785,DB06127,KRP-104,SmallMoleculeDrug,P27487,Dipeptidyl peptidase 4,DPP4,766.0
12786,DB06144,Sertindole,SmallMoleculeDrug,P14416,D(2) dopamine receptor,DRD2,443.0
12787,DB06144,Sertindole,SmallMoleculeDrug,P28223,5-hydroxytryptamine receptor 2A,HTR2A,471.0
12788,DB06144,Sertindole,SmallMoleculeDrug,P28335,5-hydroxytryptamine receptor 2C,HTR2C,458.0
12789,DB06144,Sertindole,SmallMoleculeDrug,P50406,5-hydroxytryptamine receptor 6,HTR6,440.0
12790,DB06144,Sertindole,SmallMoleculeDrug,Q12809,Potassium voltage-gated channel subfamily H member 2,KCNH2,1159.0
12791,DB06144,Sertindole,SmallMoleculeDrug,P35348,Alpha-1A adrenergic receptor,ADRA1A,466.0
12792,DB06144,Sertindole,SmallMoleculeDrug,P35368,Alpha-1B adrenergic receptor,ADRA1B,520.0
12793,DB06144,Sertindole,SmallMoleculeDrug,P25100,Alpha-1D adrenergic receptor,ADRA1D,572.0
12796,DB06148,Mianserin,SmallMoleculeDrug,P08913,Alpha-2A adrenergic receptor,ADRA2A,450.0
12797,DB06148,Mianserin,SmallMoleculeDrug,P28223,5-hydroxytryptamine receptor 2A,HTR2A,471.0
12798,DB06148,Mianserin,SmallMoleculeDrug,P28335,5-hydroxytryptamine receptor 2C,HTR2C,458.0
12799,DB06148,Mianserin,SmallMoleculeDrug,P35367,Histamine H1 receptor,HRH1,487.0
12800,DB06148,Mianserin,SmallMoleculeDrug,P23975,Sodium-dependent noradrenaline transporter,SLC6A2,617.0
12801,DB06148,Mianserin,SmallMoleculeDrug,P31645,Sodium-dependent serotonin transporter,SLC6A4,630.0
12802,DB06148,Mianserin,SmallMoleculeDrug,Q9H3N8,Histamine H4 receptor,HRH4,390.0
12803,DB06148,Mianserin,SmallMoleculeDrug,P08908,5-hydroxytryptamine receptor 1A,HTR1A,422.0
12804,DB06148,Mianserin,SmallMoleculeDrug,P18825,Alpha-2C adrenergic receptor,ADRA2C,462.0
12805,DB06148,Mianserin,SmallMoleculeDrug,P41595,5-hydroxytryptamine receptor 2B,HTR2B,481.0
12806,DB06148,Mianserin,SmallMoleculeDrug,P30939,5-hydroxytryptamine receptor 1F,HTR1F,366.0
12807,DB06148,Mianserin,SmallMoleculeDrug,P18089,Alpha-2B adrenergic receptor,ADRA2B,450.0
12808,DB06148,Mianserin,SmallMoleculeDrug,P35462,D(3) dopamine receptor,DRD3,400.0
12809,DB06148,Mianserin,SmallMoleculeDrug,P41145,Kappa-type opioid receptor,OPRK1,380.0
12810,DB06148,Mianserin,SmallMoleculeDrug,Q01959,Sodium-dependent dopamine transporter,SLC6A3,620.0
12811,DB06148,Mianserin,SmallMoleculeDrug,P34969,5-hydroxytryptamine receptor 7,HTR7,479.0
12812,DB06148,Mianserin,SmallMoleculeDrug,P14416,D(2) dopamine receptor,DRD2,443.0
12813,DB06148,Mianserin,SmallMoleculeDrug,P50406,5-hydroxytryptamine receptor 6,HTR6,440.0
12814,DB06148,Mianserin,SmallMoleculeDrug,P35348,Alpha-1A adrenergic receptor,ADRA1A,466.0
12815,DB06148,Mianserin,SmallMoleculeDrug,P35368,Alpha-1B adrenergic receptor,ADRA1B,520.0
12816,DB06148,Mianserin,SmallMoleculeDrug,P25100,Alpha-1D adrenergic receptor,ADRA1D,572.0
12817,DB06148,Mianserin,SmallMoleculeDrug,P21728,D(1A) dopamine receptor,DRD1,446.0
12818,DB06148,Mianserin,SmallMoleculeDrug,P21918,D(1B) dopamine receptor,DRD5,477.0
12819,DB06151,Acetylcysteine,SmallMoleculeDrug,Q03154,Aminoacylase-1,ACY1,408.0
12820,DB06151,Acetylcysteine,SmallMoleculeDrug,O15111,Inhibitor of nuclear factor kappa-B kinase subunit alpha,CHUK,745.0
12821,DB06151,Acetylcysteine,SmallMoleculeDrug,O14920,Inhibitor of nuclear factor kappa-B kinase subunit beta,IKBKB,756.0
12822,DB06151,Acetylcysteine,SmallMoleculeDrug,P48637,Glutathione synthetase,GSS,474.0
12823,DB06151,Acetylcysteine,SmallMoleculeDrug,Q9UPY5,Cystine/glutamate transporter,SLC7A11,501.0
12824,DB06151,Acetylcysteine,SmallMoleculeDrug,Q13224,"Glutamate receptor ionotropic, NMDA 2B",GRIN2B,1484.0
12825,DB06151,Acetylcysteine,SmallMoleculeDrug,Q05586,"Glutamate receptor ionotropic, NMDA 1",GRIN1,938.0
12826,DB06151,Acetylcysteine,SmallMoleculeDrug,Q12879,"Glutamate receptor ionotropic, NMDA 2A",GRIN2A,1464.0
12827,DB06151,Acetylcysteine,SmallMoleculeDrug,O15399,"Glutamate receptor ionotropic, NMDA 2D",GRIN2D,1336.0
12828,DB06151,Acetylcysteine,SmallMoleculeDrug,Q8TCU5,"Glutamate receptor ionotropic, NMDA 3A",GRIN3A,1115.0
12829,DB06155,Rimonabant,SmallMoleculeDrug,P21554,Cannabinoid receptor 1,CNR1,472.0
12830,DB06168,Canakinumab,BiotechDrug,P01584,Interleukin-1 beta,IL1B,269.0
12831,DB06176,Romidepsin,SmallMoleculeDrug,Q13547,Histone deacetylase 1,HDAC1,482.0
12832,DB06176,Romidepsin,SmallMoleculeDrug,Q92769,Histone deacetylase 2,HDAC2,488.0
12833,DB06176,Romidepsin,SmallMoleculeDrug,P56524,Histone deacetylase 4,HDAC4,1084.0
12834,DB06176,Romidepsin,SmallMoleculeDrug,Q9UBN7,Histone deacetylase 6,HDAC6,1215.0
12835,DB06186,Ipilimumab,BiotechDrug,P16410,Cytotoxic T-lymphocyte protein 4,CTLA4,223.0
12836,DB06190,Solabegron,SmallMoleculeDrug,P13945,Beta-3 adrenergic receptor,ADRB3,408.0
12837,DB06196,Icatibant,SmallMoleculeDrug,P30411,B2 bradykinin receptor,BDKRB2,391.0
12838,DB06196,Icatibant,SmallMoleculeDrug,P15144,Aminopeptidase N,ANPEP,967.0
12839,DB06201,Rufinamide,SmallMoleculeDrug,P41594,Metabotropic glutamate receptor 5,GRM5,1212.0
12840,DB06201,Rufinamide,SmallMoleculeDrug,Q15858,Sodium channel protein type 9 subunit alpha,SCN9A,1988.0
12841,DB06202,Lasofoxifene,SmallMoleculeDrug,P03372,Estrogen receptor,ESR1,595.0
12842,DB06202,Lasofoxifene,SmallMoleculeDrug,Q92731,Estrogen receptor beta,ESR2,530.0
12843,DB06203,Alogliptin,SmallMoleculeDrug,P27487,Dipeptidyl peptidase 4,DPP4,766.0
